model_id,index,front,nmaterials,minPoint,maxPoint,aligned.dims,,variantIds
s__1701,1242,"0,0,1",3,"-0.455, -5.00679E-6, -0.41","0.455, 0.751706, 0.41","91.0, 75.1711, 82.0",,
s__1702,1243,"0,0,1",2,"-0.61, 0.0, -0.61","0.61, 0.72, 0.61","122.0, 72.0, 122.0",,
s__1703,1244,"0,0,1",4,"-0.27, -1.4305115E-6, -0.27","0.27, 0.830627, 0.27","54.000004, 83.06285, 54.000004",,
s__1704,1245,"0,0,1",3,"-1.27, -5.9604645E-8, -1.27","1.27, 0.752801, 1.27","254.0, 75.280106, 254.0",,
s__1705,1246,"0,0,1",2,"-0.18, -1.3709068E-6, -0.205","0.18, 0.823634, 0.205","36.0, 82.36354, 41.0",,
s__1706,1247,"0,0,1",2,"-0.52, 0.0, -0.29","0.52, 2.1, 0.29","104.0, 209.99998, 58.0",,
s__1707,1248,"0,0,1",4,"-0.4, 0.0, -0.4","0.4, 1.5, 0.4","80.0, 150.0, 80.0",,
s__1708,1249,"0,0,1",3,"-0.22, 0.0044908524, -0.22","0.22, 1.2, 0.22","44.0, 119.55092, 44.0",,
s__1709,1250,"0,0,1",3,"-0.28, 0.0, -0.28","0.28, 1.65, 0.28","56.0, 165.0, 56.0",,
s__1710,1251,"0,0,1",1,"-0.27, 0.0, -0.285","0.27, 0.918046, 0.285","54.000004, 91.804596, 57.0",,
s__1711,1252,"0,0,1",3,"-0.435, 0.0, -0.41","0.435, 1.05507, 0.41","87.0, 105.507, 82.0",,
s__1712,1253,"0,0,1",1,"-0.245, 0.0, -0.3","0.245, 0.799739, 0.3","49.0, 79.9739, 60.000004",,
s__1713,1254,"0,0,1",1,"-0.66, -5.9604645E-8, -0.225","0.66, 0.770936, 0.225","132.0, 77.093605, 45.0",,
s__1714,1255,"0,0,1",4,"-0.95, -5.9604645E-8, -1.1","0.95, 0.998904, 1.1","190.0, 99.8904, 220.0",,
s__1715,1256,"0,0,1",3,"-0.485, 0.0, -0.405","0.485, 0.905, 0.405","97.0, 90.5, 81.0",,
s__1716,1257,"0,0,1",4,"-0.53, 0.0, -0.53","0.53, 0.715, 0.53","105.99999, 71.5, 105.99999",,
s__1717,1258,"0,0,1",3,"-0.374762, 0.0, -0.334554","0.374762, 0.821364, 0.335","74.9524, 82.1364, 66.9554",,
s__1718,1259,"0,0,1",1,"-0.65, 0.0, -0.65","0.65, 0.73, 0.65","130.0, 73.0, 130.0",,
s__1719,1260,"0,0,1",2,"-0.3, 0.0, -0.775","0.3, 2.15, 0.77486193","60.000004, 215.00002, 154.9862",,
s__1720,1261,"0,0,1",2,"-0.625, -2.4795532E-5, -0.45","0.625, 0.401, 0.45","125.0, 40.102478, 90.0",,
s__1721,1262,"0,0,1",5,"-0.274997, 0.0, -0.275472","0.27500296, 0.421909, 0.27452797","55.0, 42.1909, 55.0",,
s__1722,1263,"0,0,1",12,"-0.94, 0.0049096346, -1.8049998","0.94, 1.43453, 1.8049998","188.0, 142.96204, 361.0",,
s__1723,1264,"0,0,1",10,"-0.97, 0.001755476, -2.1048403","0.97, 1.805, 2.1048403","194.0, 180.32445, 420.96802",,
s__1724,1265,"0,0,1",16,"-1.035, -0.014914036, -2.5350003","1.035, 1.5036, 2.5349998","207.0, 151.85141, 507.0",,
s__1725,1266,"0,0,1",17,"-1.01, 8.34465E-7, -2.21","1.01, 1.48667, 2.21","202.0, 148.66693, 442.0",,
s__1726,1267,"0,0,1",3,"-1.04489, 3.5762787E-7, -0.4","1.04489, 0.77, 0.4","208.97801, 76.99996, 80.0",,
s__1727,1268,"0,0,1",2,"-0.355, 5.364418E-7, -0.41","0.355, 0.791863, 0.41","71.0, 79.18625, 82.0",,
s__1728,1269,"0,0,1",1,"-0.3, 0.0, -0.3","0.3, 0.5, 0.3","60.000004, 50.0, 60.000004",,
s__1730,1270,"0,0,1",2,"-0.51, 5.9604645E-7, -0.40999997","0.51, 0.791292, 0.409999","102.0, 79.12914, 81.9999",,
s__1732,1271,"0,0,1",2,"-0.65, 0.0, -0.23","0.64998305, 0.79, 0.23","129.99829, 79.0, 46.0",,
s__1735,1272,"0,0,1",2,"-0.94, 5.9604645E-7, -0.40999997","0.94, 0.791292, 0.409999","188.0, 79.12914, 81.9999",,
s__1736,1273,"0,0,1",2,"-0.21, 0.0, -0.26","0.21, 0.65, 0.26","42.0, 65.0, 52.0",,
s__1737,1274,"0,0,1",3,"-0.265, 5.9604645E-7, -0.41","0.265, 1.15, 0.41","52.999996, 114.99994, 82.0",,
s__1738,1275,"0,0,1",2,"-0.435, 5.9604645E-7, -0.435","0.435, 1.15, 0.435","87.0, 114.99994, 87.0",,
s__1739,1276,"0,0,1",2,"-0.53, 5.9604645E-7, -0.41","0.53, 1.15, 0.41","105.99999, 114.99994, 82.0",,
s__1741,1277,"0,0,1",2,"-0.6, 5.9604645E-7, -0.41","0.6, 0.791292, 0.41","120.00001, 79.12914, 82.0",,
s__1742,1278,"0,0,1",2,"-1.4, 5.9604645E-7, -0.475","1.4, 0.791292, 0.475","280.0, 79.12914, 95.0",,
s__1743,1279,"0,0,1",3,"-0.449991, 0.0, -0.225","0.45000803, 2.18, 0.225","89.9999, 218.0, 45.0",,
s__1744,1280,"0,0,1",2,"-0.324991, 0.0, -0.225","0.32500803, 2.18, 0.225","64.9999, 218.0, 45.0",,
s__1745,1281,"0,0,1",2,"-0.324991, 0.0, -0.225","0.32500803, 2.18, 0.225","64.9999, 218.0, 45.0",,
s__1746,1282,"0,0,1",5,"-0.355, 0.0, -0.40500003","0.355, 1.30798, 0.40500003","71.0, 130.79799, 81.0",,
s__1747,1283,"0,0,1",4,"-0.355, 0.0, -0.385","0.355, 1.19989, 0.385","71.0, 119.989, 77.0",,
s__1748,1284,"0,0,1",3,"-0.24, 0.0, -0.31","0.24, 1.0, 0.31","48.0, 100.0, 62.0",,
s__1749,1285,"0,0,1",2,"-0.495, 0.0, -0.425","0.495, 0.697924, 0.425","99.0, 69.792404, 85.0",,
s__1750,1286,"0,0,1",2,"-0.765018, 0.0, -0.425","0.765018, 0.697924, 0.425","153.0036, 69.792404, 85.0",,
s__1751,1287,"0,0,1",2,"-1.035, 0.0, -0.425","1.035, 0.697924, 0.425","207.0, 69.792404, 85.0",,
s__1752,1288,"0,0,1",9,"-0.21996802, 0.0, -0.73","0.219998, 0.883569, 0.73","43.9966, 88.3569, 146.0",,
s__1753,1289,"0,0,1",10,"-0.299994, 0.0, -0.86","0.299994, 0.974183, 0.86","59.9988, 97.418304, 172.0",,
s__1760,1290,"0,0,1",2,"-0.525, 0.0, -0.315","0.525, 0.538865, 0.315","104.99999, 53.886497, 63.0",,
s__1761,1291,"0,0,1",1,"-0.275, 0.0, -0.29","0.275, 0.694016, 0.29","55.0, 69.401596, 58.0",,
s__1762,1292,"0,0,1",3,"-0.54, 0.0, -0.659998","0.54, 2.19, 0.07000011","108.00001, 219.0, 72.99981",,"s__1762,s__1762_0"
s__1762_0,1292,"0,0,1",3,"-0.54, 0.0, -0.0700002","0.54, 2.19, 0.0700001","108.00001, 219.0, 14.00003",,"s__1762,s__1762_0"
s__1763,1293,"0,0,1",3,"-0.54, 0.0, -0.659998","0.54, 2.19, 0.07000011","108.00001, 219.0, 72.99981",,"s__1763,s__1763_0"
s__1763_0,1293,"0,0,1",3,"-0.54, 0.0, -0.0700002","0.54, 2.19, 0.0700001","108.00001, 219.0, 14.00003",,"s__1763,s__1763_0"
s__1764,1294,"0,0,1",3,"-0.54, 0.0, -0.659998","0.54, 2.19, 0.07000011","108.00001, 219.0, 72.99981",,"s__1764,s__1764_0"
s__1764_0,1294,"0,0,1",3,"-0.54, 0.0, -0.0700002","0.54, 2.19, 0.0700001","108.00001, 219.0, 14.00003",,"s__1764,s__1764_0"
s__1765,1295,"0,0,1",3,"-0.54, 0.0, -0.659997","0.54, 2.19, 0.07000008","108.00001, 219.0, 72.9997",,"s__1765,s__1765_0"
s__1765_0,1295,"0,0,1",3,"-0.54, 0.0, -0.0700002","0.54, 2.19, 0.0700001","108.00001, 219.0, 14.00003",,"s__1765,s__1765_0"
s__1766,1296,"0,0,1",3,"-0.54, 0.0, -0.66","0.54, 2.19, 0.06999999","108.00001, 219.0, 73.0",,"s__1766,s__1766_0"
s__1766_0,1296,"0,0,1",3,"-0.54, 0.0, -0.0700002","0.54, 2.19, 0.0700001","108.00001, 219.0, 14.00003",,"s__1766,s__1766_0"
s__1767,1297,"0,0,1",3,"-0.54, 0.0, -0.659998","0.54, 2.19, 0.07000011","108.00001, 219.0, 72.99981",,"s__1767,s__1767_0"
s__1767_0,1297,"0,0,1",3,"-0.54, 0.0, -0.0700002","0.54, 2.19, 0.0700001","108.00001, 219.0, 14.00003",,"s__1767,s__1767_0"
s__1768,1298,"0,0,1",3,"-0.54, 0.0, -0.659994","0.54, 2.19, 0.07000008","108.00001, 219.0, 72.999405",,"s__1768,s__1768_0"
s__1768_0,1298,"0,0,1",3,"-0.54, 0.0, -0.0700002","0.54, 2.19, 0.0700001","108.00001, 219.0, 14.00003",,"s__1768,s__1768_0"
s__1769,1299,"0,0,1",3,"-0.54, 0.0, -0.659998","0.54, 2.19, 0.07000011","108.00001, 219.0, 72.99981",,"s__1769,s__1769_0"
s__1769_0,1299,"0,0,1",3,"-0.54, 0.0, -0.0700002","0.54, 2.19, 0.0700001","108.00001, 219.0, 14.00003",,"s__1769,s__1769_0"
s__1770,1300,"0,0,1",2,"-0.54, 0.0, -0.659999","0.54, 2.19, 0.07000008","108.00001, 219.0, 72.99991",,"s__1770,s__1770_0"
s__1770_0,1300,"0,0,1",2,"-0.54, 0.0, -0.0700002","0.54, 2.19, 0.0700001","108.00001, 219.0, 14.00003",,"s__1770,s__1770_0"
s__1771,1301,"0,0,1",3,"-0.54, 0.0, -0.65999997","0.54, 2.19, 0.07000008","108.00001, 219.0, 73.00001",,"s__1771,s__1771_0"
s__1771_0,1301,"0,0,1",3,"-0.54, 0.0, -0.0700002","0.54, 2.19, 0.0700001","108.00001, 219.0, 14.00003",,"s__1771,s__1771_0"
s__1772,1302,"0,0,1",3,"-0.54, 0.0, -0.659999","0.54, 2.19, 0.07000008","108.00001, 219.0, 72.99991",,"s__1772,s__1772_0"
s__1772_0,1302,"0,0,1",3,"-0.54, 0.0, -0.0700002","0.54, 2.19, 0.0700001","108.00001, 219.0, 14.00003",,"s__1772,s__1772_0"
s__1773,1303,"0,0,1",2,"-0.54, 0.0, -0.659998","0.54, 2.19, 0.07000011","108.00001, 219.0, 72.99981",,"s__1773,s__1773_0"
s__1773_0,1303,"0,0,1",2,"-0.54, 0.0, -0.0700002","0.54, 2.19, 0.0700001","108.00001, 219.0, 14.00003",,"s__1773,s__1773_0"
s__1774,1304,"0,0,1",5,"-1.105, 0.0, -1.05","1.105, 1.11974, 1.05","221.0, 111.97401, 209.99998",,
s__1775,1305,"0,0,1",7,"-0.804886, 0.0, -1.05","0.80499995, 1.10396, 1.05","160.9886, 110.39601, 209.99998",,
s__1776,1306,"0,0,1",4,"-0.900632, -2.9802322E-8, -1.05","0.90014994, 1.0, 1.05","180.0782, 100.00001, 209.99998",,
s__1777,1307,"0,0,1",5,"-1.04, 0.0, -1.145","1.04, 1.45368, 1.145","208.0, 145.36801, 229.0",,
s__1778,1308,"0,0,1",2,"-2.2, 0.0, -0.40000004","2.2, 3.1216, 0.400001","440.0, 312.16, 80.0001",,
s__1779,1309,"0,0,1",14,"-0.21, -0.0022051334, -0.16500002","0.21, 1.72847, 0.16500002","42.0, 173.06752, 33.0",,
s__1780,1310,"0,0,1",14,"-0.26, -0.0023818016, -0.315","0.26, 1.34265, 0.315","52.0, 134.50319, 63.0",,
s__1781,1311,"0,0,1",14,"-0.19, 0.03952527, -0.52","0.19, 1.31232, 0.52","38.0, 127.279465, 104.0",,
s__1782,1312,"0,0,1",14,"-0.20499998, -0.00762254, -0.6","0.20499998, 0.63524, 0.6","41.0, 64.286255, 120.00001",,
s__1783,1313,"0,0,1",10,"-0.20000002, -0.003921151, -0.91999996","0.19999999, 0.358321, 0.91999996","40.0, 36.224213, 184.00002",,
s__1784,1314,"0,0,1",13,"-0.295, -4.7051907E-4, -0.19","0.295, 1.78198, 0.19","58.999996, 178.24504, 38.0",,
s__1785,1315,"0,0,1",13,"-0.27, -1.6105175E-4, -0.40500003","0.27, 1.41877, 0.40500003","54.000004, 141.8931, 81.0",,
s__1786,1316,"0,0,1",13,"-0.27, -0.0014653206, -0.47500002","0.27, 1.37049, 0.47500002","54.000004, 137.19553, 95.0",,
s__1787,1317,"0,0,1",9,"-0.345001, -0.019271612, -0.895","0.344999, 0.304169, 0.895","69.0, 32.344063, 179.0",,
s__1788,1318,"0,0,1",9,"-0.20499998, -0.010928512, -0.83000004","0.20500001, 0.452734, 0.83000004","41.0, 46.36625, 166.0",,
s__1789,1319,"0,0,1",2,"-0.4, 5.9604645E-8, -0.245","0.4, 0.584802, 0.245","80.0, 58.480194, 49.0",,
s__1790,1320,"0,0,1",2,"-0.6, 0.0, -0.315","0.6, 2.60572, 0.315","120.00001, 260.572, 63.0",,
s__1791,1321,"0,0,1",3,"-1.15, 0.0, -1.175","1.15, 1.09715, 1.175","230.0, 109.715004, 234.99998",,
s__1792,1322,"0,0,1",4,"-0.945, -0.0013135672, -1.15","0.945, 0.657369, 1.15","189.0, 65.868256, 230.0",,
s__1793,1323,"0,0,1",4,"-0.0996182, 0.0, -0.0996182","0.09961811, 0.24, 0.0996182","19.92363, 24.0, 19.923637",,
s__1794,1324,"0,0,1",1,"-0.24, 0.0, -0.24","0.24, 0.89, 0.24","48.0, 89.0, 48.0",,
s__1795,1325,"0,0,1",2,"-0.179997, 0.0, -0.179997","0.179997, 0.772631, 0.179997","35.9994, 77.2631, 35.9994",,
s__1796,1326,"0,0,1",2,"-0.0980032, 3.46601E-5, -0.0980032","0.0980032, 0.469565, 0.0980031","19.60064, 46.953033, 19.60063",,
s__1797,1327,"0,0,1",1,"-0.204117, 0.0, -0.09002051","0.205883, 0.982204, 0.0899795","41.0, 98.220406, 18.0",,
s__1798,1328,"0,0,1",1,"-0.2, 0.0, -0.2","0.2, 1.42, 0.2","40.0, 142.0, 40.0",,
s__1799,1329,"0,0,1",1,"-0.27, 0.0, -0.27","0.27, 0.724777, 0.27","54.000004, 72.4777, 54.000004",,
s__1800,1330,"0,0,1",1,"-0.04, 0.0, -0.04","0.04, 0.35, 0.04","8.0, 35.0, 8.0",,
s__1801,1331,"0,0,1",1,"-0.09, 0.0, -0.09","0.09, 0.81, 0.09","18.0, 81.0, 18.0",,
s__1802,1332,"0,0,1",4,"-0.08, -4.094243E-4, -0.065","0.08, 0.798431, 0.065","16.0, 79.88404, 13.0",,
s__1803,1333,"0,0,1",1,"-0.06, 0.0, -0.06","0.06, 0.27, 0.06","12.0, 27.000002, 12.0",,
s__1804,1334,"0,0,1",5,"-0.16, 0.0, -0.0522271","0.16, 0.249359, 0.0479778","32.0, 24.9359, 10.02049",,
s__1805,1335,"0,0,1",1,"-0.15, 2.9802322E-8, -0.025","0.15, 0.292344, 0.025","30.000002, 29.234398, 5.0",,
s__1806,1336,"0,0,1",2,"-0.16, 0.0, -0.0999728","0.16, 0.528827, 0.0999728","32.0, 52.8827, 19.99456",,
s__1807,1337,"0,0,1",1,"-0.1, 0.0, -0.1","0.1, 0.51, 0.1","20.0, 51.0, 20.0",,
s__1808,1338,"0,0,1",1,"-0.09, 0.0, -0.09","0.09, 0.309339, 0.09","18.0, 30.933899, 18.0",,
s__1809,1339,"0,0,1",1,"-0.15, -2.9802322E-8, -0.110121","0.15, 0.334207, 0.110121","30.000002, 33.420704, 22.024199",,
s__1810,1340,"0,0,1",1,"-0.08, 2.0980835E-5, -0.08","0.08, 0.46, 0.08","16.0, 45.997902, 16.0",,
s__1811,1341,"0,0,1",1,"-0.06, 0.0, -0.06","0.06, 0.26979, 0.06","12.0, 26.979, 12.0",,
s__1812,1342,"0,0,1",1,"-0.0968982, 0.0, -0.0718972","0.0968982, 0.348327, 0.0718972","19.379639, 34.832703, 14.37944",,
s__1813,1343,"0,0,1",3,"-0.164873, -7.4505806E-9, -0.19","0.16500002, 0.0233108, 0.189975","32.9873, 2.331081, 37.9975",,
s__1814,1344,"0,0,1",3,"-0.035, -2.7939677E-9, -0.07","0.035, 0.01, 0.07","7.0, 1.0000002, 14.0",,
s__1815,1345,"0,0,1",6,"-0.06999999, -7.4505806E-9, -0.07000001","0.07000001, 0.109289, 0.07000001","14.0, 10.928901, 14.0",,
s__1816,1346,"0,0,1",4,"-0.085, -4.656613E-9, -0.12","0.085, 0.01, 0.12","17.0, 1.0000005, 24.0",,
s__1817,1347,"0,0,1",9,"-0.36, 4.053116E-6, -0.31","0.36, 1.45018, 0.31","72.0, 145.01761, 62.0",,
s__1818,1348,"0,0,1",6,"-0.1, 1.2123585E-4, -0.025","0.1, 1.85087, 0.025","20.0, 185.07487, 5.0",,
s__1819,1349,"0,0,1",6,"-0.03, 0.0, -0.035","0.03, 0.141832, 0.035","6.0, 14.183199, 7.0",,
s__1820,1350,"0,0,1",7,"-0.04, 0.0, -0.034999996","0.04, 0.142293, 0.034999996","8.0, 14.2293005, 7.0",,
s__1821,1351,"0,0,1",10,"-0.095, 0.0, -0.05","0.095, 0.233466, 0.05","19.0, 23.3466, 10.0",,
s__1822,1352,"0,0,1",5,"-0.115, -0.001971364, -0.17","0.115, 0.266121, 0.17","23.0, 26.809238, 34.0",,
s__1823,1353,"0,0,1",2,"-0.136132, -7.4505806E-9, -0.13561398","0.13386798, 0.0325927, 0.134386","27.0, 3.2592707, 27.0",,
s__1824,1354,"0,0,1",2,"-0.045, 0.0, -0.045","0.045, 0.1, 0.045","9.0, 10.0, 9.0",,
s__1825,1355,"0,0,1",11,"-0.31, 2.720952E-5, -0.165","0.31, 0.387396, 0.165","62.0, 38.73688, 33.0",,
s__1826,1356,"0,0,1",2,"-0.11, 0.0, -0.08","0.11, 0.287867, 0.08","22.0, 28.786701, 16.0",,
s__1827,1357,"0,0,1",2,"-0.26, 0.0, -0.0799999","0.26, 0.21, 0.0799999","52.0, 21.0, 15.99998",,
s__1828,1358,"0,0,1",2,"-0.08, -1.4901161E-8, -0.075","0.08, 0.244544, 0.0750009","16.0, 24.4544, 15.00009",,
s__1829,1359,"0,0,1",2,"-0.02, 1.2129545E-5, -0.09","0.02, 0.00870312, 0.09","4.0, 0.869099, 18.0",,
s__1830,1360,"0,0,1",2,"-0.010285301, 4.54979E-5, -0.100032","0.01, 0.00820453, 0.09998089","2.0285301, 0.81590325, 20.00129",,
s__1831,1361,"0,0,1",2,"-0.015, -1.9492581E-6, -0.09","0.015, 0.0083681, 0.09","3.0, 0.8370049, 18.0",,
s__1832,1362,"0,0,1",4,"-0.17999801, 0.0, -0.100002","0.179997, 0.236795, 0.100002","35.9995, 23.679499, 20.0004",,
s__1833,1363,"0,0,1",4,"-0.08, 0.0, -0.079999894","0.08, 0.0869056, 0.0800001","16.0, 8.690559, 16.0",,
s__1834,1364,"0,0,1",4,"-0.075, 0.0, -0.0500011","0.075, 0.0993502, 0.0500011","15.000001, 9.9350195, 10.00022",,
s__1835,1365,"0,0,1",4,"-0.0800017, 0.0, -0.06","0.0800017, 0.134664, 0.06","16.00034, 13.4664, 12.0",,
s__1836,1366,"0,0,1",3,"-0.15, 0.0, -0.10008399","0.15, 0.203018, 0.0999157","30.000002, 20.3018, 19.99997",,
s__1837,1367,"0,0,1",2,"-0.28, -2.9802322E-8, -0.28","0.28, 0.309427, 0.28","56.0, 30.942701, 56.0",,
s__1838,1368,"0,0,1",2,"-0.19, 5.9604645E-8, -0.19","0.19, 0.69323, 0.19","38.0, 69.32299, 38.0",,
s__1839,1369,"0,0,1",4,"-0.55, -1.7881393E-7, -0.27","0.55, 0.995876, 0.27","110.0, 99.58762, 54.000004",,
s__1840,1370,"0,0,1",1,"-0.11, 0.0, -0.11","0.11, 0.214611, 0.11","22.0, 21.4611, 22.0",,
s__1841,1371,"0,0,1",2,"-0.19, 0.0, -0.19","0.19, 2.10035, 0.19","38.0, 210.03499, 38.0",,
s__1842,1372,"0,0,1",4,"-1.03, 0.0, -1.1599998","1.03, 1.83361, 1.1599998","206.0, 183.36101, 232.0",,
s__1843,1373,"0,0,1",7,"-1.1, 0.0, -1.1300001","1.1, 1.43455, 1.1300001","220.0, 143.45502, 226.0",,
s__1844,1374,"0,0,1",2,"-0.185, 0.0, -0.175","0.18500298, 0.128176, 0.175","37.000298, 12.8176, 35.0",,
s__1845,1375,"0,0,1",1,"-0.08, 0.0, -0.08","0.08, 0.4, 0.08","16.0, 40.0, 16.0",,
s__1846,1376,"0,0,1",5,"-0.07, 0.0, -0.075","0.07, 0.585, 0.075","14.0, 58.499996, 15.000001",,
s__1847,1377,"0,0,1",1,"-0.15, 0.0, -0.075","0.15, 0.59, 0.075","30.000002, 58.999996, 15.000001",,
s__1848,1378,"0,0,1",3,"-0.135, 0.0, -0.065","0.135, 0.516453, 0.065","27.000002, 51.6453, 13.0",,
s__1849,1379,"0,0,1",1,"-0.095, 0.0, -0.08","0.09500021, 0.231691, 0.08","19.00002, 23.1691, 16.0",,
s__1850,1380,"0,0,1",4,"-0.34, -7.2681904E-4, -0.240059","0.340009, 0.28596, 0.24","68.0009, 28.668682, 48.005898",,
s__1851,1381,"0,0,1",5,"-0.13, -1.2293458E-6, -0.11999999","0.13, 0.0276662, 0.120000005","26.0, 2.766743, 24.0",,
s__1852,1382,"0,0,1",2,"-0.07, -5.9604645E-8, -0.07","0.07, 0.335671, 0.07","14.0, 33.567104, 14.0",,
s__1853,1383,"0,0,1",3,"-0.04, 0.0, -0.04","0.04, 0.0837662, 0.04","8.0, 8.37662, 8.0",,
s__1854,1384,"0,0,1",2,"-0.38, -1.1920929E-7, -0.410001","0.38, 1.31879, 0.41","76.0, 131.879, 82.0001",,
s__1855,1385,"0,0,1",2,"-0.13, 0.0, -0.135","0.13, 0.497416, 0.135","26.0, 49.7416, 27.000002",,
s__1856,1386,"0,0,1",4,"-0.05, 0.0, -0.05","0.05, 0.101859, 0.05","10.0, 10.185901, 10.0",,
s__1857,1387,"0,0,1",2,"-0.09552279, 0.0, -0.02","0.095, 0.12997, 0.02","19.05228, 12.997, 4.0",,
s__1858,1388,"0,0,1",1,"-0.305, 1.0585785E-4, -0.235","0.305, 1.00305, 0.235","61.0, 100.29442, 47.0",,
s__1859,1389,"0,0,1",1,"-0.495, -2.912283E-4, -0.295","0.495, 1.27743, 0.295","99.0, 127.77213, 58.999996",,
s__1860,1390,"0,0,1",4,"-0.08, 0.0, -0.08","0.08, 0.898557, 0.08","16.0, 89.8557, 16.0",,
s__1861,1391,"0,0,1",5,"-0.12, 0.0, -0.12","0.12, 0.46, 0.12","24.0, 46.0, 24.0",,
s__1862,1392,"0,0,1",5,"-0.1, 0.0, -0.1","0.1, 0.776087, 0.1","20.0, 77.608696, 20.0",,
s__1863,1393,"0,0,1",6,"-0.115, -1.66893E-6, -0.115","0.115, 0.33, 0.115","23.0, 33.000168, 23.0",,
s__1864,1394,"0,0,1",7,"-0.07, 0.0, -0.125","0.07, 0.63, 0.13499999","14.0, 63.0, 26.0",,
s__1865,1395,"0,0,1",2,"-0.115, -5.9604645E-8, -0.07","0.115, 0.336524, 0.07","23.0, 33.652405, 14.0",,
s__1866,1396,"0,0,1",6,"-0.34, 0.0, -0.2","0.34, 0.87, 0.2","68.0, 87.0, 40.0",,
s__1867,1397,"0,0,1",2,"-0.8, -6.902218E-5, -1.315","0.8, 1.91519, 1.315","160.0, 191.5259, 263.0",,
s__1868,1398,"0,0,1",1,"-0.39, 4.529953E-6, -0.75","0.39, 1.33749, 0.75","78.0, 133.74854, 150.0",,
s__1869,1399,"0,0,1",1,"-0.275, 1.7762184E-5, -0.22","0.275, 0.916404, 0.22","55.0, 91.638626, 44.0",,
s__1870,1400,"0,0,1",1,"-0.275, -2.206564E-4, -0.21","0.275, 1.07139, 0.21","55.0, 107.161064, 42.0",,
s__1871,1401,"0,0,1",1,"-0.6, 0.0, -0.3","0.6, 0.437162, 0.3","120.00001, 43.7162, 60.000004",,
s__1872,1402,"0,0,1",1,"-0.32, 0.0, -0.32","0.32, 0.697162, 0.32","64.0, 69.716194, 64.0",,
s__1873,1403,"0,0,1",2,"-0.815, -7.927418E-6, -0.205","0.815, 0.46, 0.205","163.0, 46.000793, 41.0",,
s__1874,1404,"0,0,1",2,"-1.09, 1.1920929E-7, -0.53","1.09, 0.76, 0.53","218.0, 75.99999, 105.99999",,
s__1875,1405,"0,0,1",2,"-0.619845, 0.0, -0.0250002","0.619845, 2.48, 0.024999797","123.968994, 248.0, 5.0",,
s__1876,1406,"0,0,1",2,"-0.295, 5.9604645E-8, -0.32","0.295, 0.985223, 0.32","58.999996, 98.52229, 64.0",,
s__1877,1407,"0,0,1",2,"-0.24, -5.9604645E-8, -0.29","0.24, 0.985223, 0.29","48.0, 98.5223, 58.0",,
s__1878,1408,"0,0,1",3,"-0.2, 0.0, -0.229977","0.2, 1.73839, 0.229977","40.0, 173.83899, 45.9954",,
s__1879,1409,"0,0,1",2,"-1.025, -2.61724E-4, -0.425","1.025, 0.852907, 0.425","205.0, 85.31688, 85.0",,
s__1880,1410,"0,0,1",2,"-0.22642198, 5.9604645E-8, -0.225672","0.227914, 0.717819, 0.22866398","45.4336, 71.78189, 45.4336",,
s__1881,1411,"0,0,1",3,"-0.365, 2.1457672E-6, -0.35","0.365, 0.739048, 0.35","73.0, 73.90459, 70.0",,
s__1882,1412,"0,0,1",1,"-0.75, 5.9604645E-8, -0.43","0.75, 0.882982, 0.43","150.0, 88.2982, 86.0",,
s__1883,1413,"0,0,1",4,"-0.690032, -1.1920929E-7, -0.0800001","0.690032, 0.993852, 0.0800001","138.00641, 99.38521, 16.000021",,
s__1884,1414,"0,0,1",2,"-1.25002, 0.0, -0.215","1.24998, 0.868535, 0.215","250.0, 86.8535, 43.0",,
s__1885,1415,"0,0,1",4,"-0.385, -9.825826E-4, -0.47499996","0.385, 0.847962, 0.47499996","77.0, 84.89446, 95.0",,
s__1886,1416,"0,0,1",2,"-0.375029, -1.7762184E-5, -0.40499997","0.374971, 0.865731, 0.40500003","75.0, 86.574875, 81.0",,
s__1887,1417,"0,0,1",2,"-0.23, 2.2649765E-5, -0.23000002","0.23, 0.440664, 0.23000002","46.0, 44.064133, 46.0",,
s__1888,1418,"0,0,1",2,"-0.27, 2.9802322E-8, -0.27","0.27, 0.479383, 0.27","54.000004, 47.938297, 54.000004",,
s__1889,1419,"0,0,1",4,"-2.035, 0.0, -0.2","2.035, 1.92581, 0.2","407.00003, 192.581, 40.0",,
s__1890,1420,"0,0,1",3,"-0.7, 0.0, -0.15","0.7, 1.64127, 0.15","140.0, 164.127, 30.000004",,
s__1891,1421,"0,0,1",2,"-1.0, -2.3841858E-7, -0.2","1.0, 2.44714, 0.2","200.0, 244.71402, 40.0",,
s__1892,1422,"0,0,1",1,"-0.22, 0.0, -0.22","0.22, 0.493829, 0.22","44.0, 49.3829, 44.0",,
s__1893,1423,"0,0,1",1,"-1.43993, 0.0, -0.650161","1.43993, 0.74, 0.650161","287.986, 74.0, 130.03221",,
s__1894,1424,"0,0,1",2,"-0.7, -5.9604645E-8, -0.6","0.7, 0.4, 0.6","140.0, 40.000004, 120.00001",,
s__1895,1425,"0,0,1",2,"-1.63015, 9.241104E-4, -0.26","1.63015, 2.64683, 0.26","326.03, 264.59058, 52.0",,"s__1895,s__1895_0"
s__1895_0,1425,"0,0,1",2,"-1.63015, 0.0013685226, -0.26","1.63015, 2.64683, 0.26","326.03, 264.54614, 52.0",,"s__1895,s__1895_0"
